# MARCA DE AGUA · quien ha MIRADO cada ficha declarada, y con que hechos delante.
#
# Este fichero se escribe A MANO. El generador no lo toca: emite ARQUITECTURA/revision.json
# con la marca FRESCA de cada ruta, y el brazo 6 de K88 compara las dos.
#
# QUE SIGNIFICA UNA FILA:  la prosa de esa ficha se escribio cuando sus hechos daban ESE sha.
# NO significa "alguien la leyo y la dio por buena". La linea base se sembro desde git el
# 2026-09-06 y es mecanica: para cada ficha, el sha de los hechos en el commit que la toco por
# ultima vez. Nadie ha leido 68 fichas y nadie lo afirma aqui.
#
# CUANDO EL BRAZO 6 DIGA QUE UNA FICHA ESTA SIN REVISAR: leela, corrigela si hace falta, y
# copia aqui su sha nuevo de revision.json. Eso -y solo eso- es "revisada".
#
# LOS HECHOS QUE ENTRAN EN EL SHA, y por que solo esos, estan en la funcion `hechos_de` de
# harness/bin/arquitectura. Resumen: consumo como PREDICADOS (no cuentas), claves temporales,
# NOMBRES de campo (no sus numeros de linea) y tablas leidas.
#
# FORMATO, separado por tabuladores:  ruta <TAB> sha <TAB> commit <TAB> fecha

/	af7169de1004d5d5	85b9f432c2bc	2026-09-05
/api/ai/context	007ef0ab5ee74014	85b9f432c2bc	2026-09-05
/api/ai/context/bundle	dc8571cc4ddb861f	85b9f432c2bc	2026-09-05
/api/ai/profiles	ad9a131d635d5b79	9ad124ac6fa2	2026-09-05
/api/baselines	7915503ee67aca87	00136b9de20e	2026-09-05
/api/context-metadata	415ca52b97122f96	00136b9de20e	2026-09-05
/api/cross-asset	09caca86c93236b0	00136b9de20e	2026-09-05
/api/cvd	71fed6471b173331	e7eac9ed8ed8	2026-09-05
/api/cvd-matrix	288aeefb47676431	e7eac9ed8ed8	2026-09-05
/api/cvd/divergence	56dc4f93ddab3107	efd23a4bc29d	2026-09-05
/api/cvd/spot	9850fd1b2f798263	cc4327b80058	2026-09-05
/api/daily	9ec770791d5889bf	85b9f432c2bc	2026-09-05
/api/dashboard/state	72cd0c3a46d069f2	85b9f432c2bc	2026-09-05
/api/data-confidence	de4fd4361b691209	00136b9de20e	2026-09-05
/api/delta-profile	81fb1b0f67022b25	85b9f432c2bc	2026-09-05
/api/desk/state	222cb161dc887ff2	85b9f432c2bc	2026-09-05
/api/divergences	35a889cb8697f1fa	efd23a4bc29d	2026-09-05
/api/external-macro	709e9457f1f4ee5a	85b9f432c2bc	2026-09-05
/api/flow/spot-vs-perp	276f9a396649bdf7	85b9f432c2bc	2026-09-05
/api/funding-context	37af714b261d4231	0c86d73a383a	2026-09-05
/api/healthz	1da50cdc4aaae5e7	00136b9de20e	2026-09-05
/api/hypothesis	ad5954989e25faf1	00136b9de20e	2026-09-05
/api/level/breakout	439aaea46a4857bc	85b9f432c2bc	2026-09-05
/api/liquidation-map	25f48ff51a0ce3b0	e7eac9ed8ed8	2026-09-05
/api/liquidations	fcc0d7a75745b6ef	e7eac9ed8ed8	2026-09-05
/api/macro-context	e5dec7a8e6f784b7	85b9f432c2bc	2026-09-05
/api/market-impact	17e6d0f1ec71cf97	0c86d73a383a	2026-09-05
/api/market-memory	d4c87ce33810e95e	85b9f432c2bc	2026-09-05
/api/ohlcv	e8e758732f0a1aa9	c76c7f44590b	2026-09-05
/api/oi	fad4e6bdd09276ac	e7eac9ed8ed8	2026-09-05
/api/oi-context	13f02ffcd05e723c	85b9f432c2bc	2026-09-05
/api/passive-flow	eb7e9c3f8098b9d3	85b9f432c2bc	2026-09-05
/api/positioning	a6ef27e57f31edad	85b9f432c2bc	2026-09-05
/api/price-barriers	83dac3ce3ef998ac	00136b9de20e	2026-09-05
/api/profile	8eb1233c61208258	85b9f432c2bc	2026-09-05
/api/quality/feeds	98c16baa668346a0	00136b9de20e	2026-09-05
/api/range/validate	a54b47dfcef420cb	85b9f432c2bc	2026-09-05
/api/reference-levels	9efd8ca1803b868b	00136b9de20e	2026-09-05
/api/scalp/absorption	ce95df1d14bf3b65	91a32613a2b0	2026-09-05
/api/scalp/alerts	b7af6dea006a1b75	9ad124ac6fa2	2026-09-05
/api/scalp/basis	3a92fb819bcf7af6	91a32613a2b0	2026-09-05
/api/scalp/delta-matrix	670c32a6d35be697	91a32613a2b0	2026-09-05
/api/scalp/execution-cost	4a4e28d0d07a5736	91a32613a2b0	2026-09-05
/api/scalp/liquidation-levels	4373699cf4c569c2	9ad124ac6fa2	2026-09-05
/api/scalp/liquidations	1e50a523ba011835	85b9f432c2bc	2026-09-05
/api/scalp/orderbook	34796aa3b0da2e8a	91a32613a2b0	2026-09-05
/api/scalp/signals	751e1685a2fffa34	91a32613a2b0	2026-09-05
/api/scalp/summary	f72ffe00082febd0	e7eac9ed8ed8	2026-09-05
/api/setup	6bd53f5501333d3a	00136b9de20e	2026-09-05
/api/signals/execution	18a8209b53303497	00136b9de20e	2026-09-05
